,hpg_store_id,visit_datetime,reserve_datetime,reserve_visitors
916,hpg_2fae6c660df04b9b,2016-01-03 11:00:00,2016-01-02 14:00:00,7
917,hpg_433c96001b345e85,2016-01-03 11:00:00,2016-01-02 16:00:00,4
918,hpg_57d18782e9475e40,2016-01-03 11:00:00,2016-01-01 17:00:00,2
919,hpg_5ade3626e1f4b062,2016-01-03 11:00:00,2016-01-02 11:00:00,2
920,hpg_748f987464ada6c2,2016-01-03 11:00:00,2016-01-02 14:00:00,9
921,hpg_77d76dfb817ae88d,2016-01-03 11:00:00,2016-01-02 17:00:00,8
922,hpg_93d8b5c148c5b4f8,2016-01-03 11:00:00,2016-01-02 10:00:00,4
923,hpg_9a0a12f8573b55ea,2016-01-03 11:00:00,2016-01-02 16:00:00,2
924,hpg_a7a9b1c4424afdc1,2016-01-03 11:00:00,2016-01-02 08:00:00,2
925,hpg_c3bdaac87edeb4f6,2016-01-03 11:00:00,2016-01-01 18:00:00,2
926,hpg_cd181dcfb12aee33,2016-01-03 11:00:00,2016-01-02 12:00:00,4
927,hpg_d8bd985cfa03da01,2016-01-03 11:00:00,2016-01-01 12:00:00,4
928,hpg_d96b6ec1dc53cb22,2016-01-03 11:00:00,2016-01-01 21:00:00,4
929,hpg_e9493be93a762dd4,2016-01-03 11:00:00,2016-01-01 13:00:00,4
930,hpg_ed5295cac851b6eb,2016-01-03 11:00:00,2016-01-02 12:00:00,7
931,hpg_097ef3ea67da2919,2016-01-03 12:00:00,2016-01-01 19:00:00,5
932,hpg_0de000d523008f5c,2016-01-03 12:00:00,2016-01-02 11:00:00,3
933,hpg_0de000d523008f5c,2016-01-03 12:00:00,2016-01-01 22:00:00,2
934,hpg_28618c4000c00eda,2016-01-03 12:00:00,2016-01-02 16:00:00,2
935,hpg_28618c4000c00eda,2016-01-03 12:00:00,2016-01-02 16:00:00,3
936,hpg_3274f8bf946f19ff,2016-01-03 12:00:00,2016-01-02 10:00:00,2
937,hpg_36d92f4bd48eb260,2016-01-03 12:00:00,2016-01-02 06:00:00,2
938,hpg_3b7d239aac659f53,2016-01-03 12:00:00,2016-01-03 11:00:00,1
939,hpg_433c96001b345e85,2016-01-03 12:00:00,2016-01-02 19:00:00,4
940,hpg_455dd87bdb3c4135,2016-01-03 12:00:00,2016-01-01 15:00:00,3
941,hpg_4ec4204594471ed0,2016-01-03 12:00:00,2016-01-02 16:00:00,2
942,hpg_566ce623bd4c67e9,2016-01-03 12:00:00,2016-01-02 12:00:00,6
943,hpg_5c83ed5c4d14a95c,2016-01-03 12:00:00,2016-01-02 16:00:00,2
944,hpg_6464c8f8079d7307,2016-01-03 12:00:00,2016-01-01 15:00:00,2
945,hpg_6985489b61c176c9,2016-01-03 12:00:00,2016-01-01 12:00:00,6
946,hpg_72102b177c64b321,2016-01-03 12:00:00,2016-01-03 09:00:00,16
947,hpg_742b7bec5ebea24a,2016-01-03 12:00:00,2016-01-02 15:00:00,3
948,hpg_8283aaeb3378392e,2016-01-03 12:00:00,2016-01-02 16:00:00,2
949,hpg_972243b9b0b6f2cd,2016-01-03 12:00:00,2016-01-02 12:00:00,2
950,hpg_9c76169950854f4b,2016-01-03 12:00:00,2016-01-01 22:00:00,2
951,hpg_adbafadb731b9f5b,2016-01-03 12:00:00,2016-01-01 23:00:00,2
952,hpg_c1eef95f6580af03,2016-01-03 12:00:00,2016-01-01 12:00:00,3
953,hpg_c1eef95f6580af03,2016-01-03 12:00:00,2016-01-01 12:00:00,3
954,hpg_c663769617e0ab81,2016-01-03 12:00:00,2016-01-01 18:00:00,4
955,hpg_cd5b7f41512b36a7,2016-01-03 12:00:00,2016-01-02 12:00:00,2
956,hpg_cde228d39d5ef55c,2016-01-03 12:00:00,2016-01-02 14:00:00,5
957,hpg_ce597eca1e8f7aac,2016-01-03 12:00:00,2016-01-02 15:00:00,5
958,hpg_d92b7249c06543bf,2016-01-03 12:00:00,2016-01-02 21:00:00,4
959,hpg_dfe27a5481c84588,2016-01-03 12:00:00,2016-01-01 22:00:00,3
960,hpg_e0bdf8d6ea4e1d6c,2016-01-03 12:00:00,2016-01-01 16:00:00,2
961,hpg_e301b8c7a984972f,2016-01-03 12:00:00,2016-01-01 17:00:00,2
962,hpg_f52ca09c98a38e07,2016-01-03 12:00:00,2016-01-01 21:00:00,2
963,hpg_fc90e6337114ba74,2016-01-03 12:00:00,2016-01-02 19:00:00,2
964,hpg_fe2f55e59916b455,2016-01-03 12:00:00,2016-01-02 14:00:00,4
965,hpg_07f5a0084205a5b0,2016-01-03 13:00:00,2016-01-01 01:00:00,2
966,hpg_111aad0a4ee42e8d,2016-01-03 13:00:00,2016-01-01 13:00:00,7
967,hpg_2abb3e315bf9fb22,2016-01-03 13:00:00,2016-01-02 15:00:00,3
968,hpg_2b96ed0651909731,2016-01-03 13:00:00,2016-01-02 17:00:00,2
969,hpg_3c2432b7bc9c7765,2016-01-03 13:00:00,2016-01-02 12:00:00,2
970,hpg_4e83f0111fd5c01b,2016-01-03 13:00:00,2016-01-01 22:00:00,2
971,hpg_503f9ae8cc55cca8,2016-01-03 13:00:00,2016-01-03 12:00:00,2
972,hpg_6b843fe93e5264e6,2016-01-03 13:00:00,2016-01-02 10:00:00,2
973,hpg_72940d0d22e33a6d,2016-01-03 13:00:00,2016-01-02 16:00:00,3
974,hpg_74e92cbaba99af44,2016-01-03 13:00:00,2016-01-02 16:00:00,3
975,hpg_789d6233d93ab9cf,2016-01-03 13:00:00,2016-01-03 11:00:00,4
976,hpg_7f348e2f78fd10ae,2016-01-03 13:00:00,2016-01-01 22:00:00,3
977,hpg_8a1fb9c2a62fca85,2016-01-03 13:00:00,2016-01-01 16:00:00,8
978,hpg_9404218b3cb388e3,2016-01-03 13:00:00,2016-01-02 01:00:00,2
979,hpg_945c2807cef88022,2016-01-03 13:00:00,2016-01-01 21:00:00,4
980,hpg_c97f8754b05f0bc4,2016-01-03 13:00:00,2016-01-03 10:00:00,3
981,hpg_cc33e77c38c607e1,2016-01-03 13:00:00,2016-01-02 23:00:00,2
982,hpg_f52ca09c98a38e07,2016-01-03 13:00:00,2016-01-02 10:00:00,3
983,hpg_0f3b61804585a806,2016-01-03 14:00:00,2016-01-02 15:00:00,3
984,hpg_5652d07938de68dd,2016-01-03 14:00:00,2016-01-02 15:00:00,12
985,hpg_5d894af35101c1c2,2016-01-03 14:00:00,2016-01-01 19:00:00,4
986,hpg_9c021f438d7ae3ae,2016-01-03 14:00:00,2016-01-01 23:00:00,7
987,hpg_a07595ce1090647c,2016-01-03 14:00:00,2016-01-01 20:00:00,4
988,hpg_e7d6c272b8af1d17,2016-01-03 14:00:00,2016-01-02 12:00:00,3
989,hpg_13fc1f33463283a2,2016-01-03 15:00:00,2016-01-02 10:00:00,2
990,hpg_85bf99c75e1eb4c1,2016-01-03 15:00:00,2016-01-01 22:00:00,4
991,hpg_d06abd5b813a477e,2016-01-03 15:00:00,2016-01-02 13:00:00,2
992,hpg_f5266ef8d2540ce2,2016-01-03 15:00:00,2016-01-02 22:00:00,5
993,hpg_fd655e9bdf6f703a,2016-01-03 15:00:00,2016-01-03 12:00:00,2
994,hpg_2976f7acb4b3a3bc,2016-01-03 16:00:00,2016-01-02 22:00:00,3
995,hpg_4b5d51db9ffc4cb8,2016-01-03 16:00:00,2016-01-01 19:00:00,7
996,hpg_550a6e75ad83a0b3,2016-01-03 16:00:00,2016-01-01 23:00:00,4
997,hpg_647c4c2753cd4a1e,2016-01-03 16:00:00,2016-01-02 17:00:00,2
998,hpg_6cb7703ccf14bfc6,2016-01-03 16:00:00,2016-01-01 18:00:00,2
999,hpg_8c83a5b981dfc195,2016-01-03 16:00:00,2016-01-02 14:00:00,6
